Institución;Solicitud;Estado actual;Fecha de creación;Fecha de vencimiento
Comision Nacional de Bancos y Seguros (CNBS);SOL-CNBS-228-2019;Entregada en plazo;15 de Mayo de 2019 a las 15:36;29 de Mayo de 2019
Comision Nacional de Energia (CNE);SOL-CNE-11-2019;No respondida;15 de Mayo de 2019 a las 15:49;29 de Mayo de 2019
Instituto Nacional Agrario (INA);SOL-INA-137-2019;Entregada fuera de plazo;15 de Mayo de 2019 a las 16:32;29 de Mayo de 2019
Poder Judicial(PJ);SOL-PJ-1117-2019;Entregada en plazo;15 de Mayo de 2019 a las 17:45;29 de Mayo de 2019
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-367-2019;Entregada en plazo;15 de Mayo de 2019 a las 18:53;29 de Mayo de 2019
Secretaria de Finanzas (SEFIN);SOL-SEFIN-812-2019;Entregada en plazo;16 de Mayo de 2019 a las 07:34;30 de Mayo de 2019
Instituto Hondureno de Seguridad Social (IHSS);SOL-IHSS-228-2019;Entregada en plazo;16 de Mayo de 2019 a las 10:16;30 de Mayo de 2019
Empresa Nacional de Energia Electrica (ENEE);SOL-ENEE-214-2019;Entregada en plazo;16 de Mayo de 2019 a las 10:33;30 de Mayo de 2019
Secretaria de Seguridad;SOL-SSSS-363-2019;No respondida;16 de Mayo de 2019 a las 10:35;30 de Mayo de 2019
Secretaria de Seguridad;SOL-SSSS-364-2019;No respondida;16 de Mayo de 2019 a las 10:40;30 de Mayo de 2019
Secretaria de Seguridad;SOL-SSSS-365-2019;No respondida;16 de Mayo de 2019 a las 10:45;30 de Mayo de 2019
Secretaria de Seguridad;SOL-SSSS-366-2019;No respondida;16 de Mayo de 2019 a las 10:53;30 de Mayo de 2019
Secretaria de Seguridad;SOL-SSSS-367-2019;No respondida;16 de Mayo de 2019 a las 10:58;30 de Mayo de 2019
Secretaria de Finanzas (SEFIN);SOL-SEFIN-813-2019;Entregada en plazo;16 de Mayo de 2019 a las 11:29;30 de Mayo de 2019
Secretaria de Relaciones Exteriores (SRE);SOL-SRE-202-2019;Entregada fuera de plazo;16 de Mayo de 2019 a las 12:34;30 de Mayo de 2019
Servicio Nacional de Sanidad e Inocuidad Agroalimentaria (SENASA);SOL-SENASA-47-2019;Entregada en plazo;16 de Mayo de 2019 a las 12:40;30 de Mayo de 2019
Secretaria de Finanzas (SEFIN);SOL-SEFIN-814-2019;Entregada en plazo;16 de Mayo de 2019 a las 13:30;30 de Mayo de 2019
Poder Judicial(PJ);SOL-PJ-1118-2019;Entregada en plazo;16 de Mayo de 2019 a las 14:16;30 de Mayo de 2019
Instituto Hondureno de Seguridad Social (IHSS);SOL-IHSS-229-2019;Entregada en plazo;16 de Mayo de 2019 a las 14:27;30 de Mayo de 2019
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-368-2019;Entregada en plazo;16 de Mayo de 2019 a las 15:01;30 de Mayo de 2019
Servicio Autonomo Nacional de Acueductos y Alcantarillados (SANAA);SOL-SANAA-109-2019;Entregada en plazo;16 de Mayo de 2019 a las 15:35;30 de Mayo de 2019
Servicio de Administracion de Rentas (SAR);SOL-SAR-151-2019;Entregada en plazo;16 de Mayo de 2019 a las 16:14;30 de Mayo de 2019
Instituto Hondureno de Seguridad Social (IHSS);SOL-IHSS-230-2019;Entregada en plazo;16 de Mayo de 2019 a las 19:34;30 de Mayo de 2019
Secretaria de Educacion;SOL-SDE-1842-2019;Entregada en plazo;16 de Mayo de 2019 a las 19:50;30 de Mayo de 2019
Alcaldia Municipal de Choloma;SOL-CHOLOMA-29-2019;No respondida;17 de Mayo de 2019 a las 00:07;31 de Mayo de 2019
Secretaria de Salud;SOL-SDS-1174-2019;Entregada en plazo;17 de Mayo de 2019 a las 04:47;31 de Mayo de 2019
Secretaria de Salud;SOL-SDS-1175-2019;Entregada en plazo;17 de Mayo de 2019 a las 10:18;14 de Junio de 2019
Congreso Nacional;SOL-CN-324-2019;No respondida;17 de Mayo de 2019 a las 10:39;31 de Mayo de 2019
Secretaria de Seguridad;SOL-SSSS-368-2019;No respondida;17 de Mayo de 2019 a las 11:00;31 de Mayo de 2019
Secretaria de Salud;SOL-SDS-1176-2019;Entregada en plazo;17 de Mayo de 2019 a las 11:26;31 de Mayo de 2019
Instituto de Prevision del Magisterio (INPREMA);SOL-INPREMA-97-2019;Entregada en plazo;17 de Mayo de 2019 a las 11:52;31 de Mayo de 2019
Poder Judicial(PJ);SOL-PJ-1119-2019;Entregada en plazo;17 de Mayo de 2019 a las 13:41;31 de Mayo de 2019
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SGJD-513-2019;Entregada en plazo;17 de Mayo de 2019 a las 14:12;31 de Mayo de 2019
Empresa Nacional de Energia Electrica (ENEE);SOL-ENEE-215-2019;Entregada en plazo;17 de Mayo de 2019 a las 16:12;31 de Mayo de 2019
Presidencia de la Republica (Casa Presidencial);SOL-PRSD-122-2019;Entregada en plazo;17 de Mayo de 2019 a las 16:16;13 de Junio de 2019
Instituto Hondureno de Seguridad Social (IHSS);SOL-IHSS-231-2019;Entregada en plazo;17 de Mayo de 2019 a las 16:36;31 de Mayo de 2019
Empresa Hondurena de Telecomunicaciones (HONDUTEL);SOL-HONDUTEL-74-2019;Entregada fuera de plazo;17 de Mayo de 2019 a las 16:48;31 de Mayo de 2019
Secretaria de Educacion;SOL-SDE-1843-2019;Entregada en plazo;17 de Mayo de 2019 a las 17:33;31 de Mayo de 2019
Ministerio Publico (MP);SOL-MP-442-2019;Entregada en plazo;18 de Mayo de 2019 a las 13:21;31 de Mayo de 2019
Secretaria de Seguridad;SOL-SSSS-369-2019;No respondida;18 de Mayo de 2019 a las 13:39;31 de Mayo de 2019
Secretaria de Seguridad;SOL-SSSS-370-2019;No respondida;18 de Mayo de 2019 a las 13:39;31 de Mayo de 2019
Secretaria de Seguridad;SOL-SSSS-371-2019;No respondida;18 de Mayo de 2019 a las 13:40;31 de Mayo de 2019
Secretaria de Seguridad;SOL-SSSS-372-2019;No respondida;18 de Mayo de 2019 a las 13:43;31 de Mayo de 2019
Alcaldia Municipal de Santa Ana (Fco. Morazan);SOL-ALST-31-2019;No respondida;18 de Mayo de 2019 a las 15:55;31 de Mayo de 2019
Instituto Nacional de Conservacion y Desarrollo Forestal, Áreas Protegidas y Vida Silvestre (ICF);SOL-ICF-63-2019;No respondida;18 de Mayo de 2019 a las 17:55;31 de Mayo de 2019
Instituto de Prevision del Magisterio (INPREMA);SOL-INPREMA-98-2019;Entregada en plazo;18 de Mayo de 2019 a las 18:24;31 de Mayo de 2019
Alcaldia Municipal de Comayagua;SOL-AMCOM-36-2019;Entregada fuera de plazo;19 de Mayo de 2019 a las 10:27;31 de Mayo de 2019
Secretaria de Recursos Naturales y Ambiente (MiAmbiente+);SOL-MIAMBIENTE-125-2019;No respondida;19 de Mayo de 2019 a las 20:55;31 de Mayo de 2019
Secretaria de Recursos Naturales y Ambiente (MiAmbiente+);SOL-MIAMBIENTE-126-2019;No respondida;19 de Mayo de 2019 a las 20:56;31 de Mayo de 2019
Instituto Hondureno de Seguridad Social (IHSS);SOL-IHSS-232-2019;Entregada en plazo;20 de Mayo de 2019 a las 10:05;3 de Junio de 2019
Secretaria de Salud;SOL-SDS-1177-2019;Entregada en plazo;20 de Mayo de 2019 a las 10:52;3 de Junio de 2019
Secretaria de Educacion;SOL-SDE-1844-2019;Entregada en plazo;20 de Mayo de 2019 a las 11:34;3 de Junio de 2019
Agencia de Regulacion Sanitaria (ARSA);SOL-ARSA-369-2019;Entregada en plazo;20 de Mayo de 2019 a las 12:25;3 de Junio de 2019
Empresa Nacional de Energia Electrica (ENEE);SOL-ENEE-216-2019;Entregada en plazo;20 de Mayo de 2019 a las 13:07;3 de Junio de 2019
Secretaria de Educacion;SOL-SDE-1845-2019;Entregada en plazo;20 de Mayo de 2019 a las 13:48;3 de Junio de 2019
Secretaria de Estado en los Despachos de Energia;SOL-MISEN-9-2019;Entregada fuera de plazo;20 de Mayo de 2019 a las 15:04;3 de Junio de 2019
Secretaria de Seguridad;SOL-SSSS-373-2019;No respondida;20 de Mayo de 2019 a las 15:18;3 de Junio de 2019
Empresa Nacional de Energia Electrica (ENEE);SOL-ENEE-217-2019;Entregada en plazo;20 de Mayo de 2019 a las 16:19;3 de Junio de 2019
Instituto de Acceso a la Informacion Publica (IAIP);SOL-IAIP-362-2019;Entregada en plazo;20 de Mayo de 2019 a las 16:35;3 de Junio de 2019
Secretaria de Relaciones Exteriores (SRE);SOL-SRE-203-2019;Entregada en plazo;20 de Mayo de 2019 a las 16:51;3 de Junio de 2019
Secretaria de Educacion;SOL-SDE-1846-2019;Entregada en plazo;20 de Mayo de 2019 a las 19:36;3 de Junio de 2019
Instituto Nacional de la Mujer (INAM);SOL-INAM-25-2019;No respondida;20 de Mayo de 2019 a las 22:02;3 de Junio de 2019
Direccion de Ninez, adolescencia y Familia (DINAF);SOL-DINAF-53-2019;Entregada en plazo;20 de Mayo de 2019 a las 22:04;3 de Junio de 2019
Secretaria de Salud;SOL-SDS-1178-2019;Entregada en plazo;20 de Mayo de 2019 a las 22:06;3 de Junio de 2019
Secretaria de Educacion;SOL-SDE-1847-2019;Entregada en plazo;21 de Mayo de 2019 a las 08:25;4 de Junio de 2019
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-369-2019;Entregada en plazo;21 de Mayo de 2019 a las 09:50;4 de Junio de 2019
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SGJD-514-2019;Entregada en plazo;21 de Mayo de 2019 a las 10:30;4 de Junio de 2019
Poder Judicial(PJ);SOL-PJ-1120-2019;Entregada en plazo;21 de Mayo de 2019 a las 10:47;4 de Junio de 2019
Comision Nacional de Telecomunicaciones (CONATEL);SOL-CONATEL-383-2019;No respondida;21 de Mayo de 2019 a las 11:54;4 de Junio de 2019
Tribunal Supremo Electoral (TSE);SOL-TSE-104-2019;Entregada en plazo;21 de Mayo de 2019 a las 12:41;4 de Junio de 2019
Comision Nacional de Telecomunicaciones (CONATEL);SOL-CONATEL-384-2019;No respondida;21 de Mayo de 2019 a las 12:59;4 de Junio de 2019
Secretaria de Salud;SOL-SDS-1179-2019;Entregada en plazo;21 de Mayo de 2019 a las 13:36;18 de Junio de 2019
Instituto Hondureno de Seguridad Social (IHSS);SOL-IHSS-233-2019;Entregada en plazo;21 de Mayo de 2019 a las 14:31;4 de Junio de 2019
Comision Nacional de Telecomunicaciones (CONATEL);SOL-CONATEL-385-2019;No respondida;21 de Mayo de 2019 a las 14:38;4 de Junio de 2019
Instituto Hondureno de Seguridad Social (IHSS);SOL-IHSS-234-2019;Entregada en plazo;21 de Mayo de 2019 a las 14:47;4 de Junio de 2019
Banco Nacional de Desarrollo Agricola (BANADESA);SOL-BANADESA-55-2019;No respondida;21 de Mayo de 2019 a las 15:02;4 de Junio de 2019
Tribunal Superior de Cuentas (TSC);SOL-TSC-138-2019;Entregada en plazo;21 de Mayo de 2019 a las 15:07;4 de Junio de 2019
Poder Judicial(PJ);SOL-PJ-1121-2019;Entregada en plazo;21 de Mayo de 2019 a las 15:40;4 de Junio de 2019
Secretaria de Coordinacion General de Gobierno (SCGG);SOL-SCGG-52-2019;Entregada en plazo;21 de Mayo de 2019 a las 15:52;4 de Junio de 2019
Comision Nacional de Telecomunicaciones (CONATEL);SOL-CONATEL-386-2019;No respondida;21 de Mayo de 2019 a las 16:17;4 de Junio de 2019
Superintendencia de Alianza Publico Privado (SAPP);SOL-SAPP-41-2019;Entregada en plazo;21 de Mayo de 2019 a las 16:37;4 de Junio de 2019
Secretaria de Educacion;SOL-SDE-1848-2019;Entregada en plazo;21 de Mayo de 2019 a las 20:25;14 de Junio de 2019
Instituto de Credito Educativo (EDUCREDITO);SOL-EDUCREDITO-18-2019;No respondida;21 de Mayo de 2019 a las 23:09;4 de Junio de 2019
Secretaria de Educacion;SOL-SDE-1849-2019;Entregada en plazo;22 de Mayo de 2019 a las 08:33;5 de Junio de 2019
Alcaldia Municipal de San Pedro Sula, Cortes (ASPS);SOL-ASPS-127-2019;No respondida;22 de Mayo de 2019 a las 09:57;5 de Junio de 2019
Comision Nacional de Telecomunicaciones (CONATEL);SOL-CONATEL-387-2019;No respondida;22 de Mayo de 2019 a las 10:11;5 de Junio de 2019
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SGJD-515-2019;Entregada en plazo;22 de Mayo de 2019 a las 11:02;5 de Junio de 2019
Secretaria de Finanzas (SEFIN);SOL-SEFIN-815-2019;Entregada en plazo;22 de Mayo de 2019 a las 13:22;5 de Junio de 2019
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-721-2019;No respondida;22 de Mayo de 2019 a las 13:37;5 de Junio de 2019
Secretaria de Seguridad;SOL-SSSS-374-2019;No respondida;22 de Mayo de 2019 a las 14:39;5 de Junio de 2019
Comision Nacional de Bancos y Seguros (CNBS);SOL-CNBS-229-2019;Entregada en plazo;22 de Mayo de 2019 a las 14:58;5 de Junio de 2019
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-722-2019;No respondida;22 de Mayo de 2019 a las 15:39;5 de Junio de 2019
Instituto de Acceso a la Informacion Publica (IAIP);SOL-IAIP-363-2019;Entregada en plazo;22 de Mayo de 2019 a las 16:04;5 de Junio de 2019
Direccion Nacional Programa Ciudad Mujer;SOL-DNPCM-8-2019;No respondida;22 de Mayo de 2019 a las 16:31;5 de Junio de 2019
Congreso Nacional;SOL-CN-325-2019;No respondida;22 de Mayo de 2019 a las 17:59;5 de Junio de 2019
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SGJD-516-2019;Entregada en plazo;23 de Mayo de 2019 a las 08:47;6 de Junio de 2019
Secretaria de Relaciones Exteriores (SRE);SOL-SRE-204-2019;Entregada en plazo;23 de Mayo de 2019 a las 09:39;6 de Junio de 2019
Alcaldia Municipal de Tela;SOL-ALCMT-4-2019;No respondida;23 de Mayo de 2019 a las 09:46;6 de Junio de 2019
Instituto Hondureno de Seguridad Social (IHSS);SOL-IHSS-235-2019;Entregada en plazo;23 de Mayo de 2019 a las 09:52;6 de Junio de 2019
Instituto de la Propiedad (IP);SOL-IP-168-2019;Entregada en plazo;23 de Mayo de 2019 a las 10:50;6 de Junio de 2019
Comision Nacional de Bancos y Seguros (CNBS);SOL-CNBS-230-2019;Entregada en plazo;23 de Mayo de 2019 a las 10:51;6 de Junio de 2019
Secretaria de Salud;SOL-SDS-1180-2019;Entregada en plazo;23 de Mayo de 2019 a las 10:57;6 de Junio de 2019
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SGJD-517-2019;Entregada en plazo;23 de Mayo de 2019 a las 10:57;6 de Junio de 2019
Secretaria de Educacion;SOL-SDE-1850-2019;Entregada en plazo;23 de Mayo de 2019 a las 12:09;6 de Junio de 2019
Secretaria de Salud;SOL-SDS-1181-2019;Entregada fuera de plazo;23 de Mayo de 2019 a las 12:12;20 de Junio de 2019
Congreso Nacional;SOL-CN-326-2019;No respondida;23 de Mayo de 2019 a las 12:28;6 de Junio de 2019
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-723-2019;No respondida;23 de Mayo de 2019 a las 12:44;6 de Junio de 2019
Secretaria de Educacion;SOL-SDE-1851-2019;Entregada en plazo;23 de Mayo de 2019 a las 12:45;6 de Junio de 2019
Secretaria de Salud;SOL-SDS-1182-2019;Entregada en plazo;23 de Mayo de 2019 a las 12:45;23 de Julio de 2019
Secretaria de Educacion;SOL-SDE-1852-2019;Entregada en plazo;23 de Mayo de 2019 a las 12:46;6 de Junio de 2019
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SGJD-518-2019;Entregada en plazo;23 de Mayo de 2019 a las 13:05;6 de Junio de 2019
Agencia de Regulacion Sanitaria (ARSA);SOL-ARSA-370-2019;Entregada fuera de plazo;23 de Mayo de 2019 a las 13:12;6 de Junio de 2019
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SGJD-519-2019;Entregada en plazo;23 de Mayo de 2019 a las 13:31;6 de Junio de 2019
Poder Judicial(PJ);SOL-PJ-1122-2019;Entregada en plazo;23 de Mayo de 2019 a las 14:52;6 de Junio de 2019
Secretaria de Salud;SOL-SDS-1183-2019;Entregada en plazo;23 de Mayo de 2019 a las 18:54;20 de Junio de 2019
Instituto Hondureno de Geologia y Minas (INHGEOMIN);SOL-INHGEOMIN-65-2019;No respondida;23 de Mayo de 2019 a las 22:38;6 de Junio de 2019
Alcaldia Municipal de San Pedro Sula, Cortes (ASPS);SOL-ASPS-128-2019;Entregada fuera de plazo;24 de Mayo de 2019 a las 01:59;7 de Junio de 2019
Poder Judicial(PJ);SOL-PJ-1123-2019;Entregada en plazo;24 de Mayo de 2019 a las 08:10;7 de Junio de 2019
Tribunal Supremo Electoral (TSE);SOL-TSE-105-2019;Entregada fuera de plazo;24 de Mayo de 2019 a las 08:16;7 de Junio de 2019
Instituto Hondureno de Seguridad Social (IHSS);SOL-IHSS-236-2019;Entregada en plazo;24 de Mayo de 2019 a las 09:34;7 de Junio de 2019
Congreso Nacional;SOL-CN-327-2019;No respondida;24 de Mayo de 2019 a las 10:01;7 de Junio de 2019
Instituto Hondureno de Turismo (IHT);SOL-IHT-27-2019;Entregada en plazo;24 de Mayo de 2019 a las 10:37;13 de Junio de 2019
Instituto Hondureno de Seguridad Social (IHSS);SOL-IHSS-237-2019;Entregada en plazo;24 de Mayo de 2019 a las 11:16;7 de Junio de 2019
Secretaria de Coordinacion General de Gobierno (SCGG);SOL-SCGG-53-2019;Entregada fuera de plazo;24 de Mayo de 2019 a las 11:47;7 de Junio de 2019
Alcaldia Municipal de Omoa;SOL-ALCOM-3-2019;Entregada fuera de plazo;24 de Mayo de 2019 a las 12:10;7 de Junio de 2019
Tribunal Superior de Cuentas (TSC);SOL-TSC-139-2019;Entregada en plazo;24 de Mayo de 2019 a las 12:27;7 de Junio de 2019
Secretaria de Recursos Naturales y Ambiente (MiAmbiente+);SOL-MIAMBIENTE-127-2019;No respondida;24 de Mayo de 2019 a las 13:08;7 de Junio de 2019
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-370-2019;Entregada en plazo;24 de Mayo de 2019 a las 13:11;7 de Junio de 2019
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-371-2019;Entregada en plazo;24 de Mayo de 2019 a las 13:12;7 de Junio de 2019
Agencia de Regulacion Sanitaria (ARSA);SOL-ARSA-371-2019;Entregada fuera de plazo;24 de Mayo de 2019 a las 13:41;7 de Junio de 2019
Instituto de Jubilaciones y Pensiones de los Empleados Publicos (INJUPEMP);SOL-INJUPEMP-76-2019;No respondida;24 de Mayo de 2019 a las 14:45;7 de Junio de 2019
Secretaria de Finanzas (SEFIN);SOL-SEFIN-816-2019;Entregada en plazo;24 de Mayo de 2019 a las 14:49;7 de Junio de 2019
Secretaria de Salud;SOL-SDS-1184-2019;Entregada fuera de plazo;24 de Mayo de 2019 a las 15:01;7 de Junio de 2019
Secretaria de la Presidencia (SDP);SOL-SDP-85-2019;Entregada en plazo;24 de Mayo de 2019 a las 15:35;7 de Junio de 2019
Secretaria de Seguridad;SOL-SSSS-375-2019;No respondida;24 de Mayo de 2019 a las 16:37;7 de Junio de 2019
Secretaria de Defensa;SOL-SDD-127-2019;Entregada en plazo;24 de Mayo de 2019 a las 16:46;21 de Junio de 2019
Alcaldia Municipal de Choluteca;SOL-CHOLUTECA-21-2019;No respondida;25 de Mayo de 2019 a las 11:45;7 de Junio de 2019
Secretaria de Recursos Naturales y Ambiente (MiAmbiente+);SOL-MIAMBIENTE-128-2019;No respondida;25 de Mayo de 2019 a las 18:34;7 de Junio de 2019
Secretaria de Salud;SOL-SDS-1185-2019;Entregada fuera de plazo;26 de Mayo de 2019 a las 09:47;7 de Junio de 2019
Instituto Hondureno de Seguridad Social (IHSS);SOL-IHSS-238-2019;Entregada en plazo;26 de Mayo de 2019 a las 14:58;7 de Junio de 2019
Secretaria de Finanzas (SEFIN);SOL-SEFIN-817-2019;Entregada en plazo;26 de Mayo de 2019 a las 17:11;7 de Junio de 2019
Banco Central de Honduras (BCH);SOL-BCH-101-2019;No respondida;26 de Mayo de 2019 a las 17:15;7 de Junio de 2019
Comision Nacional de Telecomunicaciones (CONATEL);SOL-CONATEL-388-2019;No respondida;26 de Mayo de 2019 a las 18:41;7 de Junio de 2019
Instituto Hondureno de Seguridad Social (IHSS);SOL-IHSS-239-2019;Entregada en plazo;27 de Mayo de 2019 a las 08:11;10 de Junio de 2019
Instituto Hondureno de Seguridad Social (IHSS);SOL-IHSS-240-2019;Entregada en plazo;27 de Mayo de 2019 a las 10:35;10 de Junio de 2019
Empresa Nacional de Artes Graficas (ENAG);SOL-ENAG-40-2019;Entregada fuera de plazo;27 de Mayo de 2019 a las 10:56;10 de Junio de 2019
Empresa Nacional de Artes Graficas (ENAG);SOL-ENAG-41-2019;Entregada fuera de plazo;27 de Mayo de 2019 a las 11:32;10 de Junio de 2019
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-372-2019;Entregada en plazo;27 de Mayo de 2019 a las 11:55;10 de Junio de 2019
Secretaria de Seguridad;SOL-SSSS-376-2019;No respondida;27 de Mayo de 2019 a las 12:24;10 de Junio de 2019
Comite Nacional de Prevencion Contra la Tortura, Tratos Crueles, Inhumanos o Degradantes (MNP-CONAPREV);SOL-CONAPREV-6-2019;Entregada fuera de plazo;27 de Mayo de 2019 a las 12:33;10 de Junio de 2019
Direccion de Asuntos Disciplinarios Policiales (DIDADPOL);SOL-DIDADPOL-6-2019;Entregada en plazo;27 de Mayo de 2019 a las 12:37;10 de Junio de 2019
Agencia de Regulacion Sanitaria (ARSA);SOL-ARSA-372-2019;Entregada en plazo;27 de Mayo de 2019 a las 12:39;10 de Junio de 2019
Direccion Nacional de Parques Y Recreacion;SOL-DNPYR-7-2019;Entregada en plazo;27 de Mayo de 2019 a las 12:39;11 de Junio de 2019
Agencia de Regulacion Sanitaria (ARSA);SOL-ARSA-373-2019;Entregada en plazo;27 de Mayo de 2019 a las 12:41;10 de Junio de 2019
Presidencia de la Republica (Casa Presidencial);SOL-PRSD-123-2019;Entregada en plazo;27 de Mayo de 2019 a las 12:42;10 de Junio de 2019
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-373-2019;Entregada en plazo;27 de Mayo de 2019 a las 13:11;10 de Junio de 2019
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-724-2019;No respondida;27 de Mayo de 2019 a las 13:22;10 de Junio de 2019
Comision Nacional de Telecomunicaciones (CONATEL);SOL-CONATEL-389-2019;No respondida;27 de Mayo de 2019 a las 14:11;10 de Junio de 2019
Hospital Escuela Universitario (HEU);SOL-HEU-74-2019;Entregada fuera de plazo;27 de Mayo de 2019 a las 14:23;10 de Junio de 2019
Secretaria de Salud;SOL-SDS-1186-2019;Entregada en plazo;27 de Mayo de 2019 a las 14:46;24 de Junio de 2019
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-374-2019;Entregada en plazo;27 de Mayo de 2019 a las 14:54;10 de Junio de 2019
Secretaria de Finanzas (SEFIN);SOL-SEFIN-818-2019;Entregada en plazo;27 de Mayo de 2019 a las 15:25;10 de Junio de 2019
Alcaldia Municipal de Puerto Cortes;SOL-ALPCT-58-2019;Entregada en plazo;27 de Mayo de 2019 a las 15:55;24 de Junio de 2019
Secretaria de Finanzas (SEFIN);SOL-SEFIN-819-2019;Entregada en plazo;27 de Mayo de 2019 a las 16:13;10 de Junio de 2019
Comision Nacional de Bancos y Seguros (CNBS);SOL-CNBS-231-2019;Entregada en plazo;27 de Mayo de 2019 a las 17:19;10 de Junio de 2019
Banco Central de Honduras (BCH);SOL-BCH-102-2019;No respondida;27 de Mayo de 2019 a las 17:20;10 de Junio de 2019
Banco Central de Honduras (BCH);SOL-BCH-103-2019;No respondida;27 de Mayo de 2019 a las 18:00;10 de Junio de 2019
Secretaria de Salud;SOL-SDS-1187-2019;Entregada en plazo;28 de Mayo de 2019 a las 11:27;11 de Junio de 2019
Sistema Aduanero Y Operadores de Comercio (COPRISAO);SOL-COPRISAO-51-2019;Entregada en plazo;28 de Mayo de 2019 a las 11:43;11 de Junio de 2019
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-725-2019;No respondida;28 de Mayo de 2019 a las 11:54;11 de Junio de 2019
Direccion de Ninez, adolescencia y Familia (DINAF);SOL-DINAF-54-2019;Entregada en plazo;28 de Mayo de 2019 a las 12:25;11 de Junio de 2019
Congreso Nacional;SOL-CN-328-2019;No respondida;28 de Mayo de 2019 a las 12:47;11 de Junio de 2019
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-375-2019;Entregada en plazo;28 de Mayo de 2019 a las 13:35;11 de Junio de 2019
Alcaldia Municipal de Yoro;SOL-ALMYORO-15-2019;Entregada en plazo;28 de Mayo de 2019 a las 13:35;11 de Junio de 2019
Secretaria de Finanzas (SEFIN);SOL-SEFIN-820-2019;Entregada en plazo;28 de Mayo de 2019 a las 13:49;11 de Junio de 2019
Secretaria de Educacion;SOL-SDE-1853-2019;Entregada en plazo;28 de Mayo de 2019 a las 14:00;11 de Junio de 2019
Instituto Nacional Agrario (INA);SOL-INA-138-2019;Entregada fuera de plazo;28 de Mayo de 2019 a las 15:15;11 de Junio de 2019
Empresa Nacional de Energia Electrica (ENEE);SOL-ENEE-218-2019;Entregada fuera de plazo;28 de Mayo de 2019 a las 15:45;11 de Junio de 2019
Instituto Hondureno de Seguridad Social (IHSS);SOL-IHSS-241-2019;Entregada en plazo;28 de Mayo de 2019 a las 16:35;11 de Junio de 2019
Secretaria de Salud;SOL-SDS-1188-2019;Entregada en plazo;29 de Mayo de 2019 a las 10:35;12 de Junio de 2019
Comision Nacional de Telecomunicaciones (CONATEL);SOL-CONATEL-390-2019;No respondida;29 de Mayo de 2019 a las 11:49;12 de Junio de 2019
Alcaldia Municipal de San Pedro Sula, Cortes (ASPS);SOL-ASPS-129-2019;No respondida;29 de Mayo de 2019 a las 12:26;12 de Junio de 2019
Agencia de Regulacion Sanitaria (ARSA);SOL-ARSA-374-2019;Entregada fuera de plazo;29 de Mayo de 2019 a las 14:52;12 de Junio de 2019
Instituto Hondureno de Seguridad Social (IHSS);SOL-IHSS-242-2019;Entregada en plazo;29 de Mayo de 2019 a las 14:52;12 de Junio de 2019
Comision Permanente de Contingencias;SOL-COPECO-144-2019;Entregada en plazo;29 de Mayo de 2019 a las 14:54;12 de Junio de 2019
Secretaria de Salud;SOL-SDS-1189-2019;Entregada en plazo;29 de Mayo de 2019 a las 15:35;25 de Junio de 2019
Secretaria de Salud;SOL-SDS-1190-2019;Entregada en plazo;29 de Mayo de 2019 a las 15:38;12 de Junio de 2019
Presidencia de la Republica (Casa Presidencial);SOL-PRSD-124-2019;Entregada en plazo;29 de Mayo de 2019 a las 17:35;12 de Junio de 2019
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SGJD-520-2019;Entregada en plazo;29 de Mayo de 2019 a las 20:09;12 de Junio de 2019
Secretaria de Salud;SOL-SDS-1191-2019;Entregada en plazo;30 de Mayo de 2019 a las 09:42;13 de Junio de 2019
Sistema Nacional de Emergencia (911);SOL-SNE-12-2019;Entregada en plazo;30 de Mayo de 2019 a las 10:35;13 de Junio de 2019
Secretaria de Salud;SOL-SDS-1192-2019;Entregada en plazo;30 de Mayo de 2019 a las 10:37;13 de Junio de 2019
